text,label,hard_topic
Delivery update: Package ORD-506844 is out for delivery and should arrive by 6 PM.,0,shipping_order
Wells Fargo: Your payment of INR 118233 towards Myntra has been completed. UTR: UTR86082915.,0,finance_transaction
Job alert from LinkedIn: New openings for Product Manager at Acme Tech and similar companies.,0,job_alerts
Invoice INV-23713 generated for INR 128730. Due date: 11-Feb-2026.,0,finance_transaction
Order ORD-957011 delayed due to weather. New delivery date: 04-Dec-2026.,0,shipping_order
Naukri alert: Recruiters viewed your profile 59 times this week. Explore fresh roles.,0,job_alerts
Your saved search 'Software Engineer Kolkata' has 63 new matches today.,0,job_alerts
HSBC: Your payment of INR 93408 towards Apple has been completed. UTR: UTR11263412.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 72 times this week. Explore fresh roles.,0,job_alerts
Indeed recommendations: Top Backend Developer jobs near Hyderabad posted in last 24 hours.,0,job_alerts
SBI ALERT: INR 207149 debited from A/C ending 4491 via netbanking at Apple on 03-Sep-2026. Avl bal: INR 602631.,0,finance_transaction
Chase ALERT: INR 107789 debited from A/C ending 9197 via card at Amazon on 19-May-2026. Avl bal: INR 78294.,0,finance_transaction
Invoice INV-7755 generated for INR 66944. Due date: 09-Jul-2026.,0,finance_transaction
Shipment confirmed for order ORD-455361. Track with AWB AWB25873286 on FedEx.,0,shipping_order
Transaction successful: INR 123275 paid to Netflix using UPI. Ref REF974750.,0,finance_transaction
Transaction successful: INR 131724 paid to Jio using card. Ref REF694618.,0,finance_transaction
Kotak: Your payment of INR 205995 towards Apple has been completed. UTR: UTR33859932.,0,finance_transaction
Invoice INV-81634 generated for INR 52975. Due date: 06-Nov-2026.,0,finance_transaction
Indeed recommendations: Top Software Engineer jobs near Hyderabad posted in last 24 hours.,0,job_alerts
Transaction successful: INR 243171 paid to Amazon using NEFT. Ref REF320172.,0,finance_transaction
Axis Bank ALERT: INR 116637 debited from A/C ending 8026 via netbanking at Myntra on 25-Feb-2026. Avl bal: INR 564145.,0,finance_transaction
Your return pickup for order ORD-130200 is scheduled on 13-May-2026 between 10 AM-1 PM.,0,shipping_order
Shipment confirmed for order ORD-991039. Track with AWB AWB29950896 on Delhivery.,0,shipping_order
Invoice INV-34175 generated for INR 81237. Due date: 01-Aug-2026.,0,finance_transaction
ICICI Bank ALERT: INR 134326 debited from A/C ending 2404 via IMPS at Swiggy on 22-Jan-2026. Avl bal: INR 476502.,0,finance_transaction
Your order ORD-327783 has been shipped via Delhivery. Expected delivery: 03-Sep-2026.,0,shipping_order
Transaction successful: INR 204046 paid to Airtel using card. Ref REF816463.,0,finance_transaction
Transaction successful: INR 16063 paid to Amazon using card. Ref REF722129.,0,finance_transaction
Chase ALERT: INR 186419 debited from A/C ending 3307 via netbanking at Myntra on 13-Oct-2026. Avl bal: INR 53557.,0,finance_transaction
Delivery update: Package ORD-742524 is out for delivery and should arrive by 10 PM.,0,shipping_order
Job alert from Foundit: New openings for Product Manager at Orion Systems and similar companies.,0,job_alerts
Invoice INV-5180 generated for INR 64586. Due date: 21-Nov-2026.,0,finance_transaction
Your saved search 'ML Engineer Delhi' has 14 new matches today.,0,job_alerts
ICICI Bank: Your payment of INR 19828 towards Amazon has been completed. UTR: UTR90509268.,0,finance_transaction
Your saved search 'Backend Developer Mumbai' has 69 new matches today.,0,job_alerts
Receipt: INR 34795 credited to your wallet from reward points. Txn ID REF227154.,0,finance_transaction
Job alert from Naukri: New openings for ML Engineer at Zenith Labs and similar companies.,0,job_alerts
Your return pickup for order ORD-999937 is scheduled on 20-May-2026 between 6 PM-9 PM.,0,shipping_order
Naukri alert: Recruiters viewed your profile 61 times this week. Explore fresh roles.,0,job_alerts
Delivery update: Package ORD-829045 is out for delivery and should arrive by 8 PM.,0,shipping_order
Chase: Your payment of INR 216845 towards Airtel has been completed. UTR: UTR29289438.,0,finance_transaction
LinkedIn Jobs: 9 new Data Analyst openings in Mumbai match your profile.,0,job_alerts
Job alert from Wellfound: New openings for QA Engineer at Northbridge and similar companies.,0,job_alerts
Invoice INV-83208 generated for INR 85226. Due date: 19-Feb-2026.,0,finance_transaction
Indeed recommendations: Top Data Analyst jobs near Bengaluru posted in last 24 hours.,0,job_alerts
Invoice INV-74037 generated for INR 248666. Due date: 27-Sep-2026.,0,finance_transaction
Your saved search 'ML Engineer Chennai' has 32 new matches today.,0,job_alerts
SBI: Your payment of INR 88081 towards Flipkart has been completed. UTR: UTR70412306.,0,finance_transaction
Delivery update: Package ORD-215600 is out for delivery and should arrive by 6 PM.,0,shipping_order
Indeed recommendations: Top Product Manager jobs near Delhi posted in last 24 hours.,0,job_alerts
Delivery update: Package ORD-581643 is out for delivery and should arrive by 3 PM.,0,shipping_order
Invoice INV-34694 generated for INR 3543. Due date: 27-Jun-2026.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 13 times this week. Explore fresh roles.,0,job_alerts
SBI: Your payment of INR 118712 towards Google Play has been completed. UTR: UTR66750565.,0,finance_transaction
Shipment confirmed for order ORD-910995. Track with AWB AWB48023597 on FedEx.,0,shipping_order
Delivery update: Package ORD-739455 is out for delivery and should arrive by 6 PM.,0,shipping_order
Transaction successful: INR 17675 paid to Zomato using NEFT. Ref REF663852.,0,finance_transaction
Job alert from LinkedIn: New openings for QA Engineer at Zenith Labs and similar companies.,0,job_alerts
Indeed recommendations: Top Product Manager jobs near Hyderabad posted in last 24 hours.,0,job_alerts
Job alert from Indeed: New openings for Data Analyst at Orion Systems and similar companies.,0,job_alerts
Delivery update: Package ORD-866606 is out for delivery and should arrive by 10 PM.,0,shipping_order
LinkedIn Jobs: 69 new Product Manager openings in Chennai match your profile.,0,job_alerts
Receipt: INR 27268 credited to your wallet from cashback. Txn ID REF861562.,0,finance_transaction
Wells Fargo ALERT: INR 73699 debited from A/C ending 7396 via UPI at Flipkart on 24-Apr-2026. Avl bal: INR 767008.,0,finance_transaction
Delivery update: Package ORD-608520 is out for delivery and should arrive by 6 PM.,0,shipping_order
Your return pickup for order ORD-927690 is scheduled on 02-Jul-2026 between 2 PM-5 PM.,0,shipping_order
Indeed recommendations: Top ML Engineer jobs near Chennai posted in last 24 hours.,0,job_alerts
Indeed recommendations: Top Data Analyst jobs near Delhi posted in last 24 hours.,0,job_alerts
Delivery update: Package ORD-810891 is out for delivery and should arrive by 3 PM.,0,shipping_order
Receipt: INR 206182 credited to your wallet from refund. Txn ID REF140830.,0,finance_transaction
LinkedIn Jobs: 56 new Data Analyst openings in Pune match your profile.,0,job_alerts
Receipt: INR 137795 credited to your wallet from salary account. Txn ID REF864710.,0,finance_transaction
Your order ORD-973506 has been shipped via Blue Dart. Expected delivery: 23-Dec-2026.,0,shipping_order
Shipment confirmed for order ORD-764809. Track with AWB AWB46885570 on Delhivery.,0,shipping_order
Your saved search 'Data Analyst Kolkata' has 64 new matches today.,0,job_alerts
Your saved search 'ML Engineer Delhi' has 6 new matches today.,0,job_alerts
SBI ALERT: INR 83538 debited from A/C ending 9827 via netbanking at Zomato on 03-May-2026. Avl bal: INR 804023.,0,finance_transaction
Your return pickup for order ORD-208595 is scheduled on 14-Feb-2026 between 6 PM-9 PM.,0,shipping_order
Chase: Your payment of INR 124406 towards Zomato has been completed. UTR: UTR43226191.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 22 times this week. Explore fresh roles.,0,job_alerts
Order ORD-483070 delayed due to weather. New delivery date: 21-Jul-2026.,0,shipping_order
Naukri alert: Recruiters viewed your profile 17 times this week. Explore fresh roles.,0,job_alerts
Naukri alert: Recruiters viewed your profile 59 times this week. Explore fresh roles.,0,job_alerts
ICICI Bank ALERT: INR 87809 debited from A/C ending 7799 via UPI at Apple on 05-Oct-2026. Avl bal: INR 550317.,0,finance_transaction
Your return pickup for order ORD-662225 is scheduled on 21-Feb-2026 between 10 AM-1 PM.,0,shipping_order
Delivery update: Package ORD-557556 is out for delivery and should arrive by 10 PM.,0,shipping_order
Transaction successful: INR 82513 paid to Swiggy using card. Ref REF372530.,0,finance_transaction
Receipt: INR 196486 credited to your wallet from reward points. Txn ID REF371185.,0,finance_transaction
HDFC Bank: Your payment of INR 224447 towards Airtel has been completed. UTR: UTR75166886.,0,finance_transaction
Indeed recommendations: Top QA Engineer jobs near Chennai posted in last 24 hours.,0,job_alerts
Naukri alert: Recruiters viewed your profile 18 times this week. Explore fresh roles.,0,job_alerts
Your return pickup for order ORD-472578 is scheduled on 20-Oct-2026 between 10 AM-1 PM.,0,shipping_order
Your return pickup for order ORD-633780 is scheduled on 23-Jan-2026 between 10 AM-1 PM.,0,shipping_order
Your return pickup for order ORD-455299 is scheduled on 25-Apr-2026 between 10 AM-1 PM.,0,shipping_order
Your return pickup for order ORD-530786 is scheduled on 03-Sep-2026 between 6 PM-9 PM.,0,shipping_order
Your saved search 'QA Engineer Bengaluru' has 39 new matches today.,0,job_alerts
Job alert from Wellfound: New openings for Data Analyst at Aster Digital and similar companies.,0,job_alerts
Order ORD-789424 delayed due to weather. New delivery date: 04-Apr-2026.,0,shipping_order
Delivery update: Package ORD-606469 is out for delivery and should arrive by 8 PM.,0,shipping_order
Order ORD-850118 delayed due to weather. New delivery date: 28-Apr-2026.,0,shipping_order
Your order ORD-677032 has been shipped via India Post. Expected delivery: 21-Jun-2026.,0,shipping_order
Order ORD-940480 delayed due to weather. New delivery date: 23-Sep-2026.,0,shipping_order
Invoice INV-19581 generated for INR 206594. Due date: 13-Feb-2026.,0,finance_transaction
Your order ORD-137350 has been shipped via India Post. Expected delivery: 07-Apr-2026.,0,shipping_order
Your return pickup for order ORD-687573 is scheduled on 25-Feb-2026 between 6 PM-9 PM.,0,shipping_order
HDFC Bank: Your payment of INR 87314 towards Apple has been completed. UTR: UTR54906555.,0,finance_transaction
HSBC: Your payment of INR 13717 towards Google Play has been completed. UTR: UTR39823254.,0,finance_transaction
Your order ORD-988531 has been shipped via Delhivery. Expected delivery: 09-Aug-2026.,0,shipping_order
Indeed recommendations: Top Software Engineer jobs near Kolkata posted in last 24 hours.,0,job_alerts
Transaction successful: INR 213728 paid to Netflix using card. Ref REF415169.,0,finance_transaction
Job alert from Indeed: New openings for Software Engineer at BluePeak and similar companies.,0,job_alerts
LinkedIn Jobs: 27 new Backend Developer openings in Kolkata match your profile.,0,job_alerts
Delivery update: Package ORD-658361 is out for delivery and should arrive by 3 PM.,0,shipping_order
Invoice INV-63294 generated for INR 59683. Due date: 05-Jul-2026.,0,finance_transaction
Job alert from Wellfound: New openings for Software Engineer at Acme Tech and similar companies.,0,job_alerts
Receipt: INR 79032 credited to your wallet from reward points. Txn ID REF332707.,0,finance_transaction
LinkedIn Jobs: 6 new QA Engineer openings in Bengaluru match your profile.,0,job_alerts
Transaction successful: INR 148879 paid to Amazon using NEFT. Ref REF495238.,0,finance_transaction
Your saved search 'Software Engineer Delhi' has 29 new matches today.,0,job_alerts
Shipment confirmed for order ORD-422866. Track with AWB AWB29725633 on FedEx.,0,shipping_order
HSBC: Your payment of INR 246308 towards Flipkart has been completed. UTR: UTR93505513.,0,finance_transaction
Indeed recommendations: Top Data Analyst jobs near Kolkata posted in last 24 hours.,0,job_alerts
Indeed recommendations: Top Software Engineer jobs near Pune posted in last 24 hours.,0,job_alerts
Delivery update: Package ORD-523747 is out for delivery and should arrive by 6 PM.,0,shipping_order
Your order ORD-419821 has been shipped via India Post. Expected delivery: 22-Jan-2026.,0,shipping_order
Naukri alert: Recruiters viewed your profile 25 times this week. Explore fresh roles.,0,job_alerts
Your saved search 'ML Engineer Hyderabad' has 39 new matches today.,0,job_alerts
LinkedIn Jobs: 33 new Backend Developer openings in Chennai match your profile.,0,job_alerts
Job alert from Indeed: New openings for Data Analyst at BluePeak and similar companies.,0,job_alerts
Receipt: INR 114012 credited to your wallet from refund. Txn ID REF599589.,0,finance_transaction
Receipt: INR 106420 credited to your wallet from bank transfer. Txn ID REF868152.,0,finance_transaction
Invoice INV-93069 generated for INR 95654. Due date: 08-Sep-2026.,0,finance_transaction
Receipt: INR 112176 credited to your wallet from reward points. Txn ID REF977154.,0,finance_transaction
Transaction successful: INR 92807 paid to Myntra using netbanking. Ref REF218651.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 46 times this week. Explore fresh roles.,0,job_alerts
Your saved search 'Software Engineer Kolkata' has 66 new matches today.,0,job_alerts
Delivery update: Package ORD-809482 is out for delivery and should arrive by 10 PM.,0,shipping_order
Indeed recommendations: Top Backend Developer jobs near Delhi posted in last 24 hours.,0,job_alerts
ICICI Bank ALERT: INR 2550 debited from A/C ending 3785 via NEFT at Zomato on 26-Aug-2026. Avl bal: INR 692333.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 45 times this week. Explore fresh roles.,0,job_alerts
Your order ORD-149607 has been shipped via India Post. Expected delivery: 22-Jul-2026.,0,shipping_order
Your saved search 'Product Manager Delhi' has 65 new matches today.,0,job_alerts
Invoice INV-89600 generated for INR 146598. Due date: 01-Sep-2026.,0,finance_transaction
Your order ORD-293572 has been shipped via India Post. Expected delivery: 25-May-2026.,0,shipping_order
Invoice INV-15869 generated for INR 150549. Due date: 01-Dec-2026.,0,finance_transaction
Indeed recommendations: Top Backend Developer jobs near Delhi posted in last 24 hours.,0,job_alerts
Your saved search 'QA Engineer Pune' has 38 new matches today.,0,job_alerts
Your saved search 'Backend Developer Kolkata' has 46 new matches today.,0,job_alerts
Your order ORD-422850 has been shipped via Delhivery. Expected delivery: 15-May-2026.,0,shipping_order
Your saved search 'Backend Developer Pune' has 55 new matches today.,0,job_alerts
Transaction successful: INR 16772 paid to Myntra using card. Ref REF999834.,0,finance_transaction
Your return pickup for order ORD-623050 is scheduled on 20-Oct-2026 between 2 PM-5 PM.,0,shipping_order
Transaction successful: INR 94547 paid to Airtel using netbanking. Ref REF535334.,0,finance_transaction
HSBC: Your payment of INR 231226 towards Jio has been completed. UTR: UTR61503382.,0,finance_transaction
Shipment confirmed for order ORD-330245. Track with AWB AWB75851462 on DTDC.,0,shipping_order
Naukri alert: Recruiters viewed your profile 21 times this week. Explore fresh roles.,0,job_alerts
LinkedIn Jobs: 71 new Backend Developer openings in Pune match your profile.,0,job_alerts
Shipment confirmed for order ORD-129930. Track with AWB AWB85046701 on DTDC.,0,shipping_order
Invoice INV-85233 generated for INR 231514. Due date: 26-Sep-2026.,0,finance_transaction
Your saved search 'QA Engineer Kolkata' has 54 new matches today.,0,job_alerts
Job alert from Naukri: New openings for Backend Developer at BluePeak and similar companies.,0,job_alerts
Transaction successful: INR 43931 paid to Jio using NEFT. Ref REF180657.,0,finance_transaction
Your order ORD-395919 has been shipped via Blue Dart. Expected delivery: 23-Feb-2026.,0,shipping_order
Chase: Your payment of INR 21881 towards Netflix has been completed. UTR: UTR89334010.,0,finance_transaction
Chase ALERT: INR 220619 debited from A/C ending 4352 via IMPS at Amazon on 06-Jul-2026. Avl bal: INR 299881.,0,finance_transaction
Your return pickup for order ORD-800388 is scheduled on 21-Aug-2026 between 10 AM-1 PM.,0,shipping_order
Delivery update: Package ORD-235323 is out for delivery and should arrive by 6 PM.,0,shipping_order
Shipment confirmed for order ORD-184173. Track with AWB AWB65255668 on Blue Dart.,0,shipping_order
Chase ALERT: INR 41184 debited from A/C ending 9307 via NEFT at Myntra on 15-Nov-2026. Avl bal: INR 772250.,0,finance_transaction
Your order ORD-358149 has been shipped via Delhivery. Expected delivery: 13-Dec-2026.,0,shipping_order
Chase ALERT: INR 179592 debited from A/C ending 4927 via netbanking at Flipkart on 06-Mar-2026. Avl bal: INR 86851.,0,finance_transaction
Order ORD-362307 delayed due to weather. New delivery date: 03-May-2026.,0,shipping_order
Your order ORD-950421 has been shipped via DTDC. Expected delivery: 26-Sep-2026.,0,shipping_order
Naukri alert: Recruiters viewed your profile 23 times this week. Explore fresh roles.,0,job_alerts
Shipment confirmed for order ORD-908231. Track with AWB AWB44038595 on Blue Dart.,0,shipping_order
Your saved search 'Software Engineer Bengaluru' has 31 new matches today.,0,job_alerts
Your order ORD-179655 has been shipped via India Post. Expected delivery: 16-May-2026.,0,shipping_order
Order ORD-351779 delayed due to weather. New delivery date: 10-Aug-2026.,0,shipping_order
LinkedIn Jobs: 10 new Product Manager openings in Kolkata match your profile.,0,job_alerts
Transaction successful: INR 7890 paid to Flipkart using UPI. Ref REF287795.,0,finance_transaction
Axis Bank: Your payment of INR 133313 towards Zomato has been completed. UTR: UTR14894302.,0,finance_transaction
Invoice INV-53609 generated for INR 139234. Due date: 10-Dec-2026.,0,finance_transaction
Job alert from Wellfound: New openings for Data Analyst at Zenith Labs and similar companies.,0,job_alerts
Receipt: INR 90356 credited to your wallet from reward points. Txn ID REF669135.,0,finance_transaction
Wells Fargo: Your payment of INR 189639 towards Airtel has been completed. UTR: UTR97971567.,0,finance_transaction
LinkedIn Jobs: 18 new Software Engineer openings in Kolkata match your profile.,0,job_alerts
Your saved search 'QA Engineer Mumbai' has 4 new matches today.,0,job_alerts
Invoice INV-36077 generated for INR 207992. Due date: 06-Dec-2026.,0,finance_transaction
Transaction successful: INR 14624 paid to Myntra using netbanking. Ref REF679519.,0,finance_transaction
LinkedIn Jobs: 53 new Backend Developer openings in Bengaluru match your profile.,0,job_alerts
Job alert from Foundit: New openings for Data Analyst at Northbridge and similar companies.,0,job_alerts
Order ORD-698375 delayed due to weather. New delivery date: 28-Mar-2026.,0,shipping_order
Delivery update: Package ORD-141936 is out for delivery and should arrive by 3 PM.,0,shipping_order
Indeed recommendations: Top Backend Developer jobs near Bengaluru posted in last 24 hours.,0,job_alerts
Shipment confirmed for order ORD-563016. Track with AWB AWB76997530 on UPS.,0,shipping_order
SBI ALERT: INR 210253 debited from A/C ending 4304 via IMPS at Apple on 14-Sep-2026. Avl bal: INR 447484.,0,finance_transaction
Receipt: INR 147655 credited to your wallet from cashback. Txn ID REF665661.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 53 times this week. Explore fresh roles.,0,job_alerts
Delivery update: Package ORD-608790 is out for delivery and should arrive by 3 PM.,0,shipping_order
Your order ORD-493973 has been shipped via Delhivery. Expected delivery: 14-Mar-2026.,0,shipping_order
Invoice INV-92681 generated for INR 48796. Due date: 08-Sep-2026.,0,finance_transaction
Transaction successful: INR 97211 paid to Netflix using IMPS. Ref REF245601.,0,finance_transaction
SBI: Your payment of INR 240645 towards Amazon has been completed. UTR: UTR76986380.,0,finance_transaction
SBI: Your payment of INR 89959 towards Netflix has been completed. UTR: UTR86456040.,0,finance_transaction
Transaction successful: INR 184898 paid to Google Play using UPI. Ref REF520598.,0,finance_transaction
Delivery update: Package ORD-349939 is out for delivery and should arrive by 6 PM.,0,shipping_order
Naukri alert: Recruiters viewed your profile 16 times this week. Explore fresh roles.,0,job_alerts
HDFC Bank ALERT: INR 64427 debited from A/C ending 6586 via IMPS at Netflix on 11-Feb-2026. Avl bal: INR 487325.,0,finance_transaction
Shipment confirmed for order ORD-271457. Track with AWB AWB72944625 on India Post.,0,shipping_order
Delivery update: Package ORD-852685 is out for delivery and should arrive by 6 PM.,0,shipping_order
Axis Bank ALERT: INR 113032 debited from A/C ending 6960 via netbanking at Airtel on 19-Mar-2026. Avl bal: INR 332276.,0,finance_transaction
Shipment confirmed for order ORD-428792. Track with AWB AWB60353871 on India Post.,0,shipping_order
Shipment confirmed for order ORD-906526. Track with AWB AWB53337276 on DTDC.,0,shipping_order
Naukri alert: Recruiters viewed your profile 44 times this week. Explore fresh roles.,0,job_alerts
Your return pickup for order ORD-964595 is scheduled on 10-Apr-2026 between 6 PM-9 PM.,0,shipping_order
Job alert from Naukri: New openings for Data Analyst at BluePeak and similar companies.,0,job_alerts
Transaction successful: INR 196901 paid to Amazon using NEFT. Ref REF281204.,0,finance_transaction
Job alert from Naukri: New openings for ML Engineer at Aster Digital and similar companies.,0,job_alerts
SBI: Your payment of INR 23809 towards Swiggy has been completed. UTR: UTR76331270.,0,finance_transaction
Invoice INV-24657 generated for INR 148093. Due date: 08-Sep-2026.,0,finance_transaction
Your saved search 'Product Manager Bengaluru' has 11 new matches today.,0,job_alerts
Delivery update: Package ORD-443175 is out for delivery and should arrive by 8 PM.,0,shipping_order
Delivery update: Package ORD-781727 is out for delivery and should arrive by 3 PM.,0,shipping_order
Invoice INV-47017 generated for INR 103446. Due date: 23-Jul-2026.,0,finance_transaction
HSBC: Your payment of INR 77436 towards Airtel has been completed. UTR: UTR84564363.,0,finance_transaction
Your saved search 'Data Analyst Kolkata' has 20 new matches today.,0,job_alerts
Naukri alert: Recruiters viewed your profile 34 times this week. Explore fresh roles.,0,job_alerts
Shipment confirmed for order ORD-313461. Track with AWB AWB32327656 on Delhivery.,0,shipping_order
LinkedIn Jobs: 21 new QA Engineer openings in Delhi match your profile.,0,job_alerts
Indeed recommendations: Top Backend Developer jobs near Bengaluru posted in last 24 hours.,0,job_alerts
Receipt: INR 225817 credited to your wallet from refund. Txn ID REF772674.,0,finance_transaction
Job alert from Naukri: New openings for ML Engineer at BluePeak and similar companies.,0,job_alerts
Invoice INV-37599 generated for INR 169505. Due date: 25-Apr-2026.,0,finance_transaction
Your order ORD-687101 has been shipped via Delhivery. Expected delivery: 26-May-2026.,0,shipping_order
Invoice INV-51225 generated for INR 64550. Due date: 26-Jul-2026.,0,finance_transaction
Invoice INV-91898 generated for INR 1763. Due date: 26-Aug-2026.,0,finance_transaction
Your order ORD-223718 has been shipped via DTDC. Expected delivery: 20-Jun-2026.,0,shipping_order
Invoice INV-17470 generated for INR 108234. Due date: 26-Jul-2026.,0,finance_transaction
Job alert from Foundit: New openings for Backend Developer at Zenith Labs and similar companies.,0,job_alerts
Invoice INV-12587 generated for INR 139972. Due date: 26-Aug-2026.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 53 times this week. Explore fresh roles.,0,job_alerts
Your return pickup for order ORD-251726 is scheduled on 21-Sep-2026 between 10 AM-1 PM.,0,shipping_order
Your order ORD-172881 has been shipped via DTDC. Expected delivery: 17-Oct-2026.,0,shipping_order
LinkedIn Jobs: 26 new Backend Developer openings in Hyderabad match your profile.,0,job_alerts
Wells Fargo ALERT: INR 134956 debited from A/C ending 2799 via UPI at Airtel on 24-Jan-2026. Avl bal: INR 880297.,0,finance_transaction
Order ORD-789080 delayed due to weather. New delivery date: 13-Dec-2026.,0,shipping_order
Naukri alert: Recruiters viewed your profile 67 times this week. Explore fresh roles.,0,job_alerts
Your order ORD-498856 has been shipped via Blue Dart. Expected delivery: 08-Jun-2026.,0,shipping_order
Indeed recommendations: Top Data Analyst jobs near Kolkata posted in last 24 hours.,0,job_alerts
Your return pickup for order ORD-118578 is scheduled on 28-Dec-2026 between 6 PM-9 PM.,0,shipping_order
LinkedIn Jobs: 20 new QA Engineer openings in Pune match your profile.,0,job_alerts
Delivery update: Package ORD-615905 is out for delivery and should arrive by 10 PM.,0,shipping_order
LinkedIn Jobs: 58 new Software Engineer openings in Pune match your profile.,0,job_alerts
SBI ALERT: INR 121516 debited from A/C ending 2303 via NEFT at Flipkart on 25-Apr-2026. Avl bal: INR 787507.,0,finance_transaction
LinkedIn Jobs: 69 new Product Manager openings in Pune match your profile.,0,job_alerts
Shipment confirmed for order ORD-126538. Track with AWB AWB28180142 on UPS.,0,shipping_order
Transaction successful: INR 109993 paid to Apple using UPI. Ref REF137167.,0,finance_transaction
Your saved search 'Data Analyst Kolkata' has 20 new matches today.,0,job_alerts
LinkedIn Jobs: 36 new Data Analyst openings in Chennai match your profile.,0,job_alerts
Your saved search 'QA Engineer Delhi' has 66 new matches today.,0,job_alerts
Naukri alert: Recruiters viewed your profile 13 times this week. Explore fresh roles.,0,job_alerts
Order ORD-409085 delayed due to weather. New delivery date: 23-May-2026.,0,shipping_order
HDFC Bank ALERT: INR 152234 debited from A/C ending 4936 via card at Netflix on 24-Dec-2026. Avl bal: INR 434266.,0,finance_transaction
LinkedIn Jobs: 48 new Data Analyst openings in Chennai match your profile.,0,job_alerts
Invoice INV-84399 generated for INR 181824. Due date: 21-Jul-2026.,0,finance_transaction
Receipt: INR 70225 credited to your wallet from cashback. Txn ID REF635714.,0,finance_transaction
Your return pickup for order ORD-955698 is scheduled on 23-Dec-2026 between 10 AM-1 PM.,0,shipping_order
Naukri alert: Recruiters viewed your profile 21 times this week. Explore fresh roles.,0,job_alerts
SBI ALERT: INR 71842 debited from A/C ending 1875 via netbanking at Myntra on 22-Aug-2026. Avl bal: INR 402200.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 50 times this week. Explore fresh roles.,0,job_alerts
Shipment confirmed for order ORD-130359. Track with AWB AWB56431550 on Blue Dart.,0,shipping_order
Job alert from LinkedIn: New openings for Backend Developer at Orion Systems and similar companies.,0,job_alerts
Your order ORD-514920 has been shipped via India Post. Expected delivery: 11-Oct-2026.,0,shipping_order
Your order ORD-645715 has been shipped via UPS. Expected delivery: 08-Dec-2026.,0,shipping_order
Delivery update: Package ORD-869783 is out for delivery and should arrive by 8 PM.,0,shipping_order
Job alert from Naukri: New openings for ML Engineer at Zenith Labs and similar companies.,0,job_alerts
Your return pickup for order ORD-462099 is scheduled on 10-Aug-2026 between 10 AM-1 PM.,0,shipping_order
Axis Bank ALERT: INR 78464 debited from A/C ending 3442 via NEFT at Flipkart on 10-Nov-2026. Avl bal: INR 462192.,0,finance_transaction
ICICI Bank ALERT: INR 228895 debited from A/C ending 7454 via IMPS at Myntra on 28-Mar-2026. Avl bal: INR 624498.,0,finance_transaction
Your return pickup for order ORD-854076 is scheduled on 20-May-2026 between 10 AM-1 PM.,0,shipping_order
Your saved search 'ML Engineer Chennai' has 73 new matches today.,0,job_alerts
Shipment confirmed for order ORD-435720. Track with AWB AWB28983078 on Delhivery.,0,shipping_order
Your order ORD-335396 has been shipped via Blue Dart. Expected delivery: 23-May-2026.,0,shipping_order
Receipt: INR 28770 credited to your wallet from reward points. Txn ID REF246509.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 22 times this week. Explore fresh roles.,0,job_alerts
Receipt: INR 46083 credited to your wallet from refund. Txn ID REF598487.,0,finance_transaction
Chase ALERT: INR 38188 debited from A/C ending 2151 via card at Zomato on 18-Feb-2026. Avl bal: INR 54190.,0,finance_transaction
Chase: Your payment of INR 186712 towards Zomato has been completed. UTR: UTR56344519.,0,finance_transaction
Wells Fargo ALERT: INR 207044 debited from A/C ending 9661 via netbanking at Myntra on 28-Jan-2026. Avl bal: INR 696253.,0,finance_transaction
Your order ORD-489179 has been shipped via Blue Dart. Expected delivery: 14-Nov-2026.,0,shipping_order
HDFC Bank ALERT: INR 190491 debited from A/C ending 5390 via card at Google Play on 26-Feb-2026. Avl bal: INR 240256.,0,finance_transaction
Shipment confirmed for order ORD-647433. Track with AWB AWB12424870 on FedEx.,0,shipping_order
Your saved search 'Data Analyst Kolkata' has 3 new matches today.,0,job_alerts
Your saved search 'Backend Developer Hyderabad' has 33 new matches today.,0,job_alerts
Invoice INV-70577 generated for INR 175261. Due date: 24-Aug-2026.,0,finance_transaction
Invoice INV-78116 generated for INR 81787. Due date: 09-Jun-2026.,0,finance_transaction
LinkedIn Jobs: 7 new Backend Developer openings in Pune match your profile.,0,job_alerts
Invoice INV-45436 generated for INR 26289. Due date: 14-Apr-2026.,0,finance_transaction
Chase: Your payment of INR 239069 towards Swiggy has been completed. UTR: UTR96571635.,0,finance_transaction
Chase ALERT: INR 228211 debited from A/C ending 3643 via IMPS at Zomato on 05-Sep-2026. Avl bal: INR 156276.,0,finance_transaction
Order ORD-362218 delayed due to weather. New delivery date: 23-Apr-2026.,0,shipping_order
LinkedIn Jobs: 48 new QA Engineer openings in Kolkata match your profile.,0,job_alerts
Delivery update: Package ORD-605981 is out for delivery and should arrive by 6 PM.,0,shipping_order
Delivery update: Package ORD-817088 is out for delivery and should arrive by 10 PM.,0,shipping_order
